p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00110593236032	0.0152568396072	GO:0051962	b	5	positive regulation of nervous system development	653; 2247; 4762; 5605; 5754; 6376; 6604; 6794; 6929; 6938; 7436; 9510; 10507; 10677; 50674; 347902; 55079; 22871; 55754; 5629	BMP5; ADAMTS1; TCF3; PTK7; NLGN1; AVIL; STK11; NEUROG3; TMEM30A; PROX1; MAP2K2; SMARCD3; TCF12; CX3CL1; FEZF2; NEUROG1; AMIGO2; SEMA4D; FGF2; VLDLR	447	446
0.00114280541429	0.015415175255	GO:0048636	b	5	positive regulation of muscle organ development	1948; 2066; 2247; 2697; 5562; 6899	EFNB2; GJA1; ERBB4; PRKAA1; TBX1; FGF2	57	57
0.00125274221356	0.0162941865731	GO:1901863	b	5	positive regulation of muscle tissue development	1948; 2066; 2247; 2697; 5562; 6899	EFNB2; GJA1; ERBB4; PRKAA1; TBX1; FGF2	58	58
0.00126165859791	0.0162941865731	GO:0050678	b	5	regulation of epithelial cell proliferation	653; 1948; 2247; 2697; 4781; 5068; 6422; 6794; 6899; 7060; 10818; 54959; 55294; 5629; 64127	EFNB2; GJA1; BMP5; SFRP1; PROX1; NFIB; THBS4; STK11; FBXW7; FRS2; TBX1; NOD2; ODAM; FGF2; REG3A	293	293
0.00129320919904	0.0644272822764	GO:0004143	m	5	diacylglycerol kinase activity	1607; 1609; 8527	DGKB; DGKQ; DGKD	11	11
0.00137119830667	0.017339945253	GO:0061387	b	5	regulation of extent of cell growth	3475; 6259; 7143; 9706; 10500; 10507; 10512; 56920	ULK2; SEMA3C; RYK; SEMA3G; TNR; IFRD1; SEMA4D; SEMA6C	103	103
0.00150070725405	0.018590393943	GO:0051961	b	5	negative regulation of nervous system development	2066; 3475; 6259; 22933; 22943; 7143; 9706; 10500; 10507; 10512; 55079; 22871; 55755; 56920	ULK2; SIRT2; SEMA3C; RYK; ERBB4; TNR; NLGN1; DKK1; SEMA3G; IFRD1; FEZF2; CDK5RAP2; SEMA4D; SEMA6C	268	268
0.00157992514399	0.0190211919858	GO:0009890	b	5	negative regulation of biosynthetic process	166; 653; 1649; 1815; 2697; 468; 3275; 3299; 4582; 4781; 5562; 5605; 5813; 6045; 6282; 6422; 22933; 22943; 6595; 6622; 6737; 6794; 6829; 6929; 7029; 7316; 7436; 8368; 8484; 8968; 399664; 10507; 50674; 55223; 54454; 54487; 54623; 55079; 9191; 55294; 23152; 23168; 23408; 23468; 23532; 56676; 26137; 5629	CIC; AES; CBX5; HSF4; STK11; PRKAA1; HIST1H4L; MAP2K2; S100A11; SMARCA2; SEMA4D; TRIM62; VLDLR; DGCR8; SIRT5; FEZF2; PRAME; SUPT5H; PROX1; NEUROG3; PAF1; FBXW7; SIRT2; DDIT3; TCF3; NFIB; PRMT2; ASCL3; MUC1; UBC; TRIM21; HIST1H3F; RTF1; MEX3D; DEDD; GJA1; BMP5; SFRP1; DRD4; DKK1; GALR3; PURA; ZBTB20; SNCA; ATF4; ATAD2B; RNF2; TFDP2	1492	1491
0.00159815616356	0.0190211919858	GO:0061564	b	5	axon development	1123; 1641; 1948; 2596; 3475; 4781; 5549; 5605; 6259; 6794; 7143; 9706; 10090; 10500; 10507; 10512; 10678; 79600; 55079; 56920	EFNB2; NFIB; SEMA3C; TCTN1; ULK2; RYK; GAP43; TNR; STK11; MAP2K2; CHN1; UST; SEMA3G; IFRD1; DCX; B3GNT2; FEZF2; PRELP; SEMA4D; SEMA6C	460	460
0.0016978570979	0.0198192165081	GO:1990440	b	5	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	1649; 468; 22926	ATF4; DDIT3; ATF6	12	12
0.00177523630759	0.0203314799757	GO:1902882	b	5	regulation of response to oxidative stress	468; 3315; 4233; 8996; 55294; 27429	HSPB1; MET; NOL3; ATF4; HTRA2; FBXW7	62	62
0.00188946638329	0.0212390017529	GO:0009069	b	5	serine family amino acid metabolic process	275; 2618; 6301; 26227; 81034	SARS; GART; AMT; PHGDH; SLC25A32	43	43
0.00203393971059	0.0222897999295	GO:0051174	b	5	regulation of phosphorus metabolic process	19; 551; 653; 669; 960; 975; 1116; 1230; 1815; 2066; 2247; 2692; 2785; 3301; 3315; 5562; 5575; 5605; 6176; 6237; 6259; 6376; 6422; 22933; 22943; 6622; 6794; 6899; 7060; 7132; 7316; 7436; 7786; 7855; 8484; 8491; 8941; 8995; 9966; 10199; 10507; 10818; 11213; 112464; 54959; 55294; 26281; 26993; 5629; 64127; 54431	GHRHR; RYK; BPGM; RPLP1; STK11; MAP4K3; PRKAA1; FRS2; RRAS; MAP2K2; TBX1; NOD2; CHI3L1; PRKCDBP; ODAM; SEMA4D; VLDLR; FZD5; CD81; THBS4; UBC; PROX1; AKAP8L; DNAJC10; CDK5R2; CX3CL1; IRAK3; FBXW7; SIRT2; TNFSF18; ERBB4; HSPB1; CD44; SNCA; SFRP1; PRKAR1B; MPHOSPH10; FGF2; BMP5; DNAJA1; CCR1; DRD4; TNFRSF1A; AVP; DKK1; GALR3; FGF20; MAP3K12; GNG3; ABCA1; TNFSF15	1632	1629
0.00208395425371	0.0222897999295	GO:0031344	b	5	regulation of cell projection organization	653; 1123; 2596; 3475; 5605; 5653; 5754; 6259; 6794; 7143; 7436; 9510; 9706; 10090; 10500; 10507; 10512; 10677; 50674; 55079; 22871; 55754; 56920	VLDLR; PTK7; STK11; MAP2K2; CHN1; UST; SEMA4D; SEMA6C; RYK; ADAMTS1; GAP43; AVIL; NLGN1; TMEM30A; ULK2; TNR; SEMA3C; NEUROG3; IFRD1; KLK6; BMP5; FEZF2; SEMA3G	575	573
0.00209311136076	0.0222897999295	GO:0014706	b	5	striated muscle tissue development	58; 1508; 1948; 2066; 2247; 2697; 3475; 5562; 22933; 22943; 6899; 7137; 10512; 26281; 5629; 4868	EFNB2; GJA1; SEMA3C; ACTA1; ERBB4; SIRT2; CTSB; PRKAA1; DKK1; TBX1; IFRD1; NPHS1; PROX1; FGF2; FGF20; TNNI3	341	340
0.00217766401482	0.022599702201	GO:0051129	b	5	negative regulation of cellular component organization	81; 551; 1265; 1803; 3475; 5810; 6259; 6419; 22933; 22943; 6622; 7143; 8996; 9706; 10500; 10507; 10512; 10677; 11213; 54454; 22871; 55755; 56920	RYK; RAD1; SEMA4D; SEMA6C; AVIL; NLGN1; IRAK3; DPP4; ULK2; SIRT2; SETMAR; TNR; IFRD1; NOL3; SEMA3C; SEMA3G; CNN2; ACTN4; AVP; DKK1; SNCA; CDK5RAP2; ATAD2B	577	575
0.00219667616122	0.022599702201	GO:0051271	b	5	negative regulation of cellular component movement	81; 653; 1265; 2066; 2247; 4856; 6237; 6259; 6422; 10500; 10507; 10512; 56920	BMP5; SFRP1; RYK; ERBB4; CNN2; ACTN4; SEMA3C; SEMA6C; RRAS; SEMA3G; NOV; SEMA4D; FGF2	249	249
0.0022907460632	0.0230705842609	GO:0048863	b	5	stem cell differentiation	2066; 2247; 2668; 6422; 6899; 10500; 10507; 10512; 11166; 56920	SOX21; SEMA3C; SFRP1; SEMA3G; ERBB4; FGF2; TBX1; GDNF; SEMA4D; SEMA6C	164	164
0.00231846069179	0.0230705842609	GO:1902284	b	5	neuron projection extension involved in neuron projection guidance	6259; 10500; 10507; 10512; 56920	SEMA3C; SEMA4D; RYK; SEMA3G; SEMA6C	45	45
0.00242208025745	0.0237129470366	GO:0010647	b	5	positive regulation of cell communication	81; 653; 960; 975; 1116; 1123; 1143; 1230; 1649; 1815; 2066; 2247; 2692; 2697; 2785; 4856; 5019; 5562; 5605; 5653; 5714; 6259; 6376; 6422; 6507; 6622; 6794; 6899; 7132; 7143; 7316; 7786; 7855; 8491; 8717; 8995; 9966; 10507; 10750; 10818; 112464; 50486; 55223; 55294; 22871; 26281; 27429; 64127	GHRHR; RYK; TNFSF15; STK11; MAP4K3; PRKAA1; FRS2; MAP2K2; CHN1; TBX1; TNFSF18; CHI3L1; PRKCDBP; SEMA4D; HTRA2; PSMD8; FZD5; CD81; NLGN1; CHRNB4; TRADD; NOD2; CX3CL1; FBXW7; G0S2; DDIT3; ERBB4; TNR; CD44; UBC; KLK6; TRIM62; FGF2; GJA1; BMP5; SFRP1; ACTN4; DRD4; TNFRSF1A; CCR1; GRAP; MAP3K12; OXCT1; GNG3; SNCA; NOV; FGF20; SLC1A3	1525	1523
0.00250318205104	0.0241179603966	GO:0007411	b	5	axon guidance	1123; 1948; 2596; 4781; 6259; 7143; 10500; 10507; 10512; 10678; 55079; 56920	EFNB2; NFIB; SEMA3C; RYK; GAP43; TNR; B3GNT2; CHN1; SEMA3G; FEZF2; SEMA4D; SEMA6C	223	223
0.00252200826654	0.0644272822764	GO:0035250	m	5	UDP-galactosyltransferase activity	8703; 8707; 10678; 79369	B3GNT4; B4GALT3; B3GNT2; B3GALT2	28	28
0.00284917549407	0.0270226488266	GO:0006026	b	5	aminoglycan catabolic process	960; 1116; 2247; 2262; 5549; 63827	BCAN; CD44; GPC5; CHI3L1; PRELP; FGF2	68	68
0.00326737878674	0.0305122911316	GO:0060043	b	5	regulation of cardiac muscle cell proliferation	2066; 2247; 2697; 26281	GJA1; FGF20; FGF2; ERBB4	30	30
0.00338240977702	0.0644272822764	GO:0032813	m	5	tumor necrosis factor receptor superfamily binding	944; 8717; 8995; 8996; 9966	TNFSF15; TNFSF8; TNFSF18; NOL3; TRADD	49	49
0.00339697816012	0.0644272822764	GO:0032550	m	5	purine ribonucleoside binding	16; 19; 58; 318; 491; 1184; 1455; 1607; 1609; 1783; 2066; 2618; 2779; 2780; 3301; 3305; 4233; 4671; 4940; 5562; 5605; 5754; 6195; 6237; 6259; 6301; 6595; 6794; 7786; 8491; 8527; 8566; 9625; 9706; 9967; 10060; 10097; 10110; 10123; 10257; 10298; 10978; 11213; 142684; 80271; 146754; 53916; 54454; 80117; 23400; 55361; 58477; 27289; 64127; 64895	MAP4K3; ACTA1; RAB4B; RYK; PTK7; STK11; PRKAA1; RRAS; MAP2K2; PDXK; ARL14; PI4K2A; GNAT1; SMARCA2; GNAT2; ARL4C; HSPA1L; PAPOLG; SRPRB; THRAP3; RND1; DGKQ; ITPKC; OAS3; NOD2; DGKB; IRAK3; DGKD; ULK2; ERBB4; NUDT2; NAIP; CLCN5; CSNK1G2; PAK4; DYNC1LI2; AATK; GART; ATP2B2; RAB40A; DNAH2; RPS6KA1; DNAJA1; SGK2; CLP1; AARS; MET; MAP3K12; ABCC9; ATP13A2; ABCA1; ABCC4; SARS; ATAD2B; ACTR2	1845	1833
0.00353996056464	0.0644272822764	GO:0042625	m	5	ATPase coupled ion transmembrane transporter activity	491; 10060; 10257; 51449; 50617; 23400	PCYOX1; ATP13A2; ATP6V0A4; ABCC9; ABCC4; ATP2B2	71	71
0.00376533026985	0.0346296283909	GO:0070555	b	5	response to interleukin-1	166; 1116; 6376; 6422; 6622; 7436; 11173; 11213	AES; SFRP1; VLDLR; ADAMTS7; CHI3L1; SNCA; CX3CL1; IRAK3	121	121
0.0041220955846	0.0357444574264	GO:0030240	b	5	skeletal muscle thin filament assembly	58; 5629	ACTA1; PROX1	5	5
0.0041220955846	0.0357444574264	GO:0048625	b	5	myoblast fate commitment	2034; 3475	EPAS1; IFRD1	5	5
0.0041220955846	0.0357444574264	GO:0033152	b	5	immunoglobulin V(D)J recombination	5423; 6929	POLB; TCF3	5	5
0.0041220955846	0.0357444574264	GO:0010912	b	5	positive regulation of isomerase activity	6419; 64127	SETMAR; NOD2	5	5
0.004332021179	0.0370357303613	GO:0051172	b	5	negative regulation of nitrogen compound metabolic process	166; 1649; 1815; 2697; 468; 3275; 3299; 4582; 4781; 5562; 5605; 5813; 6045; 6282; 6422; 22933; 22943; 6595; 6622; 6737; 6829; 6929; 7029; 7316; 7436; 8368; 8484; 8968; 399664; 10507; 50674; 55223; 54454; 54487; 54623; 55079; 9191; 55294; 23152; 23168; 23408; 23468; 23532; 56676; 26137; 5629	CIC; AES; CBX5; HSF4; PRKAA1; HIST1H4L; MAP2K2; S100A11; SMARCA2; SEMA4D; TRIM62; VLDLR; DGCR8; SIRT5; FEZF2; PRAME; SUPT5H; PROX1; NEUROG3; PAF1; FBXW7; SIRT2; DDIT3; TCF3; NFIB; PRMT2; ASCL3; MUC1; UBC; TRIM21; HIST1H3F; RTF1; MEX3D; DEDD; GJA1; SFRP1; DRD4; DKK1; GALR3; PURA; ZBTB20; SNCA; ATF4; ATAD2B; RNF2; TFDP2	1490	1489
0.00441245601788	0.0371994555952	GO:0045597	b	5	positive regulation of cell differentiation	653; 1230; 1948; 2247; 2668; 2697; 3299; 4762; 5605; 5754; 6195; 6376; 6422; 22933; 6604; 6794; 6899; 6929; 6938; 7436; 8943; 9510; 10507; 10677; 50674; 55079; 22871; 55754; 5629	EFNB2; HSF4; PTK7; STK11; MAP2K2; TBX1; SEMA4D; VLDLR; ADAMTS1; FEZF2; AVIL; NLGN1; FGF2; PROX1; CX3CL1; NEUROG1; SIRT2; TCF3; RPS6KA1; TMEM30A; NEUROG3; SMARCD3; AP3D1; GJA1; BMP5; SFRP1; CCR1; GDNF; TCF12	830	829
0.00464542642001	0.0381528222552	GO:1901655	b	5	cellular response to ketone	4478; 5031; 5562; 6422; 9510; 27158	NDOR1; ADAMTS1; PRKAA1; MSN; SFRP1; P2RY6	75	75
0.00464638460226	0.0649915041868	GO:0008378	m	5	galactosyltransferase activity	8703; 8707; 10678; 79369	B3GNT4; B4GALT3; B3GNT2; B3GALT2	34	33
0.00465125015962	0.0381528222552	GO:0031324	b	5	negative regulation of cellular metabolic process	166; 551; 653; 960; 1294; 1649; 1815; 1992; 2697; 468; 3275; 3299; 3301; 3315; 4582; 4671; 4781; 5562; 5575; 5605; 5714; 5813; 6045; 6195; 6282; 6422; 22933; 22943; 6595; 6622; 6737; 6829; 6929; 7029; 7316; 7436; 8368; 8484; 8968; 8996; 399664; 9709; 10199; 10507; 11213; 50674; 112464; 51160; 55223; 54454; 54487; 54623; 55079; 9191; 55294; 23152; 23168; 23400; 23408; 23468; 23532; 56676; 26137; 5629; 64359; 54431	CIC; AES; ATP13A2; CBX5; PSMD8; PRKAA1; HIST1H4L; MAP2K2; S100A11; PRKCDBP; SMARCA2; SEMA4D; TRIM62; HSF4; GALR3; HERPUD1; SIRT5; FEZF2; PRAME; SUPT5H; VPS28; UBC; PROX1; DNAJC10; ASCL3; NEUROG3; IRAK3; PAF1; FBXW7; SIRT2; DDIT3; TCF3; HSPB1; PRMT2; CD44; MUC1; SFRP1; NAIP; TRIM21; DNAJA1; HIST1H3F; DGCR8; PRKAR1B; SERPINB1; MPHOSPH10; MEX3D; NXN; DEDD; NOL3; GJA1; BMP5; NFIB; COL7A1; DRD4; RPS6KA1; AVP; DKK1; VLDLR; PURA; ZBTB20; SNCA; ATF4; ATAD2B; RNF2; TFDP2; RTF1	2323	2319
0.00511682658484	0.0413827207487	GO:0008284	b	5	positive regulation of cell proliferation	146; 412; 551; 653; 826; 975; 1803; 2066; 2247; 2668; 2692; 2787; 3299; 5068; 5562; 5813; 6376; 6422; 6604; 6899; 6929; 7060; 9180; 79679; 54959; 23532; 26281; 5629; 64127	GHRHR; CAPNS1; HSF4; PRKAA1; TBX1; TCF3; CD81; THBS4; PROX1; OSMR; NOD2; CX3CL1; DPP4; REG3A; ERBB4; VTCN1; SMARCD3; STS; FGF2; BMP5; SFRP1; ADRA1D; ODAM; AVP; PRAME; PURA; GNG5; GDNF; FGF20	839	838
0.00518136207068	0.0413827207487	GO:0022604	b	5	regulation of cell morphogenesis	81; 1123; 1455; 3475; 4478; 5605; 6259; 6794; 7143; 9706; 10090; 10500; 10507; 10512; 50674; 55079; 22871; 56920	ULK2; SEMA3C; STK11; RYK; FEZF2; MAP2K2; ACTN4; CSNK1G2; MSN; CHN1; UST; IFRD1; TNR; SEMA3G; NEUROG3; NLGN1; SEMA4D; SEMA6C	443	441
0.00539757838607	0.0425497413031	GO:0048762	b	5	mesenchymal cell differentiation	653; 2066; 2668; 6422; 6899; 10500; 10507; 10512; 55223; 56920	BMP5; SFRP1; SEMA3G; ERBB4; SEMA3C; TBX1; GDNF; TRIM62; SEMA4D; SEMA6C	185	185
0.00562745170529	0.0437931177578	GO:2000177	b	5	regulation of neural precursor cell proliferation	2247; 2787; 6376; 22933; 6604; 5629	SIRT2; PROX1; GNG5; SMARCD3; CX3CL1; FGF2	78	78
0.00591967691479	0.0454840998389	GO:0009967	b	5	positive regulation of signal transduction	81; 653; 960; 975; 1116; 1123; 1230; 1649; 1815; 2066; 2247; 2692; 2697; 2785; 4856; 5562; 5605; 5653; 5714; 6259; 6376; 6422; 6794; 6899; 7132; 7316; 7786; 7855; 8491; 8717; 8995; 9966; 10507; 10750; 10818; 112464; 50486; 55223; 55294; 22871; 26281; 27429; 64127	GHRHR; RYK; TNFSF15; STK11; MAP4K3; PRKAA1; FRS2; MAP2K2; CHN1; TBX1; TNFSF18; CHI3L1; PRKCDBP; SEMA4D; HTRA2; PSMD8; FZD5; CD81; TRADD; NOD2; CX3CL1; FBXW7; G0S2; DDIT3; ERBB4; NLGN1; CD44; KLK6; TRIM62; FGF2; GJA1; BMP5; SFRP1; ACTN4; DRD4; TNFRSF1A; CCR1; GRAP; MAP3K12; GNG3; UBC; NOV; FGF20	1396	1394
0.0060984554297	0.0462720305729	GO:0030309	b	5	poly-N-acetyllactosamine metabolic process	10678; 79369	B3GNT4; B3GNT2	6	6
0.0060984554297	0.0649915041868	GO:1904929	m	5	coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway	5754; 6259	RYK; PTK7	6	6
0.00633980266109	0.0475093853738	GO:0001738	b	5	morphogenesis of a polarized epithelium	1952; 4478; 5714; 5754; 6259; 6422; 7316; 7855	SFRP1; RYK; PTK7; CELSR2; MSN; FZD5; UBC; PSMD8	132	132
0.00661002932516	0.0649915041868	GO:0042626	m	5	ATPase activity, coupled to transmembrane movement of substances	19; 491; 10060; 10257; 51449; 50617; 23400	PCYOX1; ATP13A2; ATP6V0A4; ABCC9; ABCA1; ABCC4; ATP2B2	107	106
0.00671516000402	0.0497085624688	GO:0072574	b	5	hepatocyte proliferation	6195; 55294; 5629	RPS6KA1; PROX1; FBXW7	19	19
0.00671516000402	0.0649915041868	GO:0004890	m	5	GABA-A receptor activity	2559; 2563; 55879	GABRD; GABRA6; GABRQ	19	19
0.00714192353701	0.0649915041868	GO:0030554	m	5	adenyl nucleotide binding	16; 19; 58; 491; 1184; 1455; 1607; 1609; 1783; 2066; 2618; 3301; 3305; 4233; 4671; 4940; 5562; 5575; 5605; 5754; 6195; 6259; 6301; 6595; 6794; 7786; 8491; 8527; 8566; 9625; 9706; 9967; 10060; 10097; 10110; 10257; 10298; 10978; 11213; 80271; 146754; 54454; 23400; 55361; 64127; 64895	MAP4K3; ACTA1; DYNC1LI2; PTK7; STK11; PRKAA1; MAP2K2; PDXK; PI4K2A; SMARCA2; ATP13A2; RYK; PAPOLG; THRAP3; DGKQ; ITPKC; OAS3; NOD2; DGKB; IRAK3; HSPA1L; DGKD; ULK2; ERBB4; NAIP; CLCN5; CSNK1G2; PAK4; PRKAR1B; AATK; GART; ATP2B2; DNAH2; RPS6KA1; DNAJA1; SGK2; CLP1; AARS; MET; MAP3K12; ABCC9; ABCA1; ABCC4; SARS; ATAD2B; ACTR2	1538	1531
0.00723127068938	0.05288411215	GO:0034620	b	5	cellular response to unfolded protein	16; 1649; 468; 9709; 10130; 116138; 22926; 58477	HERPUD1; DDIT3; SRPRB; PDIA6; AARS; ATF4; ATF6; KLHDC3	136	135
0.00756575961469	0.0546716200728	GO:0006464	b	5	cellular protein modification process	19; 412; 551; 635; 653; 960; 975; 1116; 1230; 1455; 23142; 1641; 1650; 1815; 2066; 2247; 2668; 2674; 2745; 2785; 2906; 3275; 3299; 3301; 3315; 4233; 4582; 4671; 5496; 5562; 5575; 5605; 5714; 5754; 6045; 6176; 6184; 6195; 6237; 6259; 6376; 6419; 6422; 22933; 22943; 6622; 6737; 6794; 6899; 7060; 7132; 7316; 7436; 7786; 7855; 11173; 8491; 8703; 8707; 8941; 8995; 9625; 9706; 9709; 9966; 10090; 10110; 10298; 10507; 10678; 10818; 11213; 142684; 79369; 112464; 80235; 81790; 148066; 51125; 51160; 51257; 51657; 55223; 53358; 54623; 54959; 55294; 23168; 23400; 23408; 23563; 26281; 26993; 5629; 4868; 64127; 64359; 54431	RPN1; HSF4; STK11; CHI3L1; MARCH2; SEMA4D; RYK; B3GNT4; ADAMTS7; B3GNT2; DCX; GOLGA7; IRAK3; B3GALT2; SHC3; PRMT2; MUC1; NAIP; TRIM21; CSNK1G2; NXN; RAB40A; BMP5; DNAJA1; ODAM; GFRA1; GNG3; UBC; PAK4; RNF2; VLDLR; TNFSF15; TNFSF18; FRS2; RRAS; PPM1G; STYXL1; THBS4; CDK5R2; CX3CL1; B4GALT3; SIRT2; SIRT5; DCUN1D4; NPHS1; CHST5; FGF2; FZD5; ZNRF4; TNFRSF1A; AVP; SNCA; FGF20; RPLP1; GLRX; CCR1; TBX1; BHMT; CD81; AKAP8L; FBXW7; SETMAR; RPS6KA1; PAF1; PRKAR1B; TRIM62; PROX1; SFRP1; SGK2; MET; UST; ABCA1; AATK; MAP4K3; PSMD8; PTK7; PRKAA1; MAP2K2; DDOST; PRKCDBP; HERPUD1; RNF170; ERBB4; VPS28; ATP13A2; DNAJC10; NOD2; ULK2; HSPB1; CD44; RTF1; STS; PIGZ; DRD4; DKK1; MAP3K12; GDNF; GRIN2D	3772	3761
0.00806409466168	0.0667120558375	GO:0008509	m	5	anion transmembrane transporter activity	19; 1184; 2559; 2563; 6507; 6520; 6575; 55879; 10060; 10257; 10568; 51449; 8542	SLC20A2; SLC3A2; GABRQ; CLCN5; PCYOX1; SLC34A2; ABCC9; ABCA1; ABCC4; GABRD; GABRA6; APOL1; SLC1A3	291	291
0.00811244022612	0.0579323672618	GO:0099537	b	5	trans-synaptic signaling	491; 1143; 1815; 2559; 2563; 2668; 2891; 2906; 4852; 6376; 6507; 22943; 6622; 7143; 8416; 8484; 8499; 9228; 53358; 55584; 22871; 63827	GRIA2; GABRA6; PPFIA2; SHC3; CHRNB4; DLGAP2; CX3CL1; TNR; ANXA9; ATP2B2; CHRNA9; BCAN; DRD4; DKK1; GALR3; NLGN1; NPY; GDNF; GRIN2D; SNCA; GABRD; SLC1A3	607	605
0.0084211006365	0.0584506910839	GO:1904714	b	5	regulation of chaperone-mediated autophagy	6622; 23400	ATP13A2; SNCA	7	7
0.0084211006365	0.0584506910839	GO:0006477	b	5	protein sulfation	10090; 23563	UST; CHST5	7	7
0.00847390579141	0.0584506910839	GO:0043631	b	5	RNA polyadenylation	6829; 10978; 54623; 64895	CLP1; SUPT5H; PAF1; PAPOLG	39	39
0.00887823532398	0.0602891480562	GO:0032102	b	5	negative regulation of response to external stimulus	2247; 2697; 4856; 6259; 22933; 7132; 7143; 10500; 10507; 10512; 56920; 27293	SMPDL3B; SIRT2; SEMA3C; RYK; SEMA3G; GJA1; TNFRSF1A; SEMA6C; TNR; NOV; SEMA4D; FGF2	262	262
0.00893908290784	0.0602891480562	GO:0072576	b	5	liver morphogenesis	6195; 55294; 5629	RPS6KA1; PROX1; FBXW7	21	21
0.00893908290784	0.0677880453845	GO:0031420	m	5	alkali metal ion binding	6335; 8566; 10568	SLC34A2; PDXK; SCN9A	21	21
0.00926446635067	0.061739106155	GO:0060038	b	5	cardiac muscle cell proliferation	2066; 2247; 2697; 26281	GJA1; FGF20; FGF2; ERBB4	40	40
0.00939670424325	0.061739106155	GO:0032103	b	5	positive regulation of response to external stimulus	1230; 2247; 3315; 4233; 4852; 5225; 6376; 7060; 7132; 8995; 9180; 64127	TNFSF18; PGC; MET; THBS4; HSPB1; CCR1; OSMR; NPY; NOD2; CX3CL1; FGF2; TNFRSF1A	264	264
0.00945920407318	0.061739106155	GO:0009952	b	5	anterior/posterior pattern specification	1649; 1952; 6045; 6422; 22943; 6899; 7855; 10512; 10818; 55079	SEMA3C; SFRP1; FZD5; FEZF2; CELSR2; DKK1; DDIT3; TBX1; FRS2; RNF2	201	201
0.00960590249258	0.0620296043936	GO:1902531	b	5	regulation of intracellular signal transduction	19; 81; 653; 960; 975; 1116; 1123; 1230; 1649; 1815; 2066; 2247; 2697; 2785; 3301; 3315; 4582; 4856; 5562; 5605; 5810; 6237; 6259; 6376; 6422; 6794; 6899; 7132; 7316; 7786; 7855; 8491; 8717; 8995; 8996; 9709; 9966; 10507; 10818; 11123; 11213; 112464; 55223; 55294; 22871; 23677; 26281; 27429; 64127	MAP4K3; CHI3L1; TNFSF15; RCAN3; STK11; PRKAA1; FRS2; RRAS; MAP2K2; CHN1; TBX1; TNFSF18; RAD1; PRKCDBP; SEMA4D; HTRA2; RYK; HERPUD1; FZD5; CD81; NLGN1; TRADD; NOD2; CX3CL1; IRAK3; SH3BP4; FBXW7; DDIT3; ERBB4; HSPB1; CD44; MUC1; UBC; SFRP1; TRIM62; FGF2; NOL3; GJA1; BMP5; DNAJA1; ACTN4; DRD4; TNFRSF1A; CCR1; MAP3K12; GNG3; ABCA1; NOV; FGF20	1683	1681
